year,industry,energy,unit,state
2007,agriculture_pj,22.19,10.3,Queensland
2008,agriculture_pj,22.527,10.3,Queensland
2009,agriculture_pj,22.568,10.3,Queensland
2010,agriculture_pj,22.89,10.3,Queensland
2011,agriculture_pj,23.287,10.3,Queensland
2012,agriculture_pj,24.775,10.3,Queensland
2013,agriculture_pj,25.013,10.3,Queensland
2014,agriculture_pj,25.216,10.3,Queensland
2015,agriculture_pj,26.648,10.3,Queensland
2016,agriculture_pj,29.184,10.3,Queensland
2017,agriculture_pj,29.937,10.3,Queensland
2018,agriculture_pj,26.169,10.3,Queensland
2019,agriculture_pj,24.583,10.3,Queensland
2020,agriculture_pj,29.367,10.3,Queensland
2021,agriculture_pj,26.101,10.3,Queensland
2022,agriculture_pj,23.715,10.3,Queensland
1974,mining_pj,8.4,8.9,Queensland
1975,mining_pj,8.7,8.9,Queensland
1976,mining_pj,9.4,8.9,Queensland
1977,mining_pj,9.2,8.9,Queensland
1978,mining_pj,9.3,8.9,Queensland
1979,mining_pj,9.3,8.9,Queensland
1980,mining_pj,10.1,8.9,Queensland
1981,mining_pj,10.9,8.9,Queensland
1982,mining_pj,11.4,8.9,Queensland
1983,mining_pj,12,8.9,Queensland
1984,mining_pj,12.9,8.9,Queensland
1985,mining_pj,14.2,8.9,Queensland
1986,mining_pj,15.8,8.9,Queensland
1987,mining_pj,17.5,8.9,Queensland
1988,mining_pj,18.8,8.9,Queensland
1989,mining_pj,19.7,8.9,Queensland
1990,mining_pj,20.7,8.9,Queensland
1991,mining_pj,22.8,8.9,Queensland
1992,mining_pj,25,8.9,Queensland
1993,mining_pj,26.9,8.9,Queensland
1994,mining_pj,28.6,8.9,Queensland
1995,mining_pj,29.9,8.9,Queensland
1996,mining_pj,31.6,8.9,Queensland
1997,mining_pj,35.4,8.9,Queensland
1998,mining_pj,37.9,8.9,Queensland
1999,mining_pj,39.1,8.9,Queensland
2000,mining_pj,51.5,8.9,Queensland
2001,mining_pj,56.7,8.9,Queensland
2002,mining_pj,63.383,8.9,Queensland
2003,mining_pj,66.466,8.9,Queensland
2004,mining_pj,75.886,8.9,Queensland
2005,mining_pj,70.786,8.9,Queensland
2006,mining_pj,70.652,8.9,Queensland
2007,mining_pj,75.552,8.9,Queensland
2008,mining_pj,80.255,8.9,Queensland
2009,mining_pj,86.547,8.9,Queensland
2010,mining_pj,90.985,8.9,Queensland
2011,mining_pj,104.411,8.9,Queensland
2012,mining_pj,118.165,8.9,Queensland
2013,mining_pj,122.456,8.9,Queensland
2014,mining_pj,131.618,8.9,Queensland
2015,mining_pj,173.766,8.9,Queensland
2016,mining_pj,222.659,8.9,Queensland
2017,mining_pj,242.283,8.9,Queensland
2018,mining_pj,255.366,8.9,Queensland
2019,mining_pj,264.027,8.9,Queensland
2020,mining_pj,264.004,8.9,Queensland
2021,mining_pj,263.854,8.9,Queensland
2022,mining_pj,269.943,8.9,Queensland
1974,manufacturing_pj,156,147.7,Queensland
1975,manufacturing_pj,165.3,147.7,Queensland
1976,manufacturing_pj,179.5,147.7,Queensland
1977,manufacturing_pj,179.9,147.7,Queensland
1978,manufacturing_pj,171.8,147.7,Queensland
1979,manufacturing_pj,175.6,147.7,Queensland
1980,manufacturing_pj,182.1,147.7,Queensland
1981,manufacturing_pj,186.2,147.7,Queensland
1982,manufacturing_pj,179,147.7,Queensland
1983,manufacturing_pj,185.9,147.7,Queensland
1984,manufacturing_pj,192.9,147.7,Queensland
1985,manufacturing_pj,191,147.7,Queensland
1986,manufacturing_pj,196.8,147.7,Queensland
1987,manufacturing_pj,202.4,147.7,Queensland
1988,manufacturing_pj,213.4,147.7,Queensland
1989,manufacturing_pj,213.6,147.7,Queensland
1990,manufacturing_pj,213.8,147.7,Queensland
1991,manufacturing_pj,206.1,147.7,Queensland
1992,manufacturing_pj,220.6,147.7,Queensland
1993,manufacturing_pj,235.2,147.7,Queensland
1994,manufacturing_pj,245.2,147.7,Queensland
1995,manufacturing_pj,255,147.7,Queensland
1996,manufacturing_pj,265.3,147.7,Queensland
1997,manufacturing_pj,279.4,147.7,Queensland
1998,manufacturing_pj,278.9,147.7,Queensland
1999,manufacturing_pj,283.9,147.7,Queensland
2000,manufacturing_pj,267.7,147.7,Queensland
2001,manufacturing_pj,273,147.7,Queensland
2002,manufacturing_pj,227.601,147.7,Queensland
2003,manufacturing_pj,173.123,147.7,Queensland
2004,manufacturing_pj,256.969,147.7,Queensland
2005,manufacturing_pj,300.305,147.7,Queensland
2006,manufacturing_pj,258.86,147.7,Queensland
2007,manufacturing_pj,253.141,147.7,Queensland
2008,manufacturing_pj,279.294,147.7,Queensland
2009,manufacturing_pj,302.357,147.7,Queensland
2010,manufacturing_pj,301.691,147.7,Queensland
2011,manufacturing_pj,303.478,147.7,Queensland
2012,manufacturing_pj,324.086,147.7,Queensland
2013,manufacturing_pj,319.334,147.7,Queensland
2014,manufacturing_pj,352.865,147.7,Queensland
2015,manufacturing_pj,309.531,147.7,Queensland
2016,manufacturing_pj,316.279,147.7,Queensland
2017,manufacturing_pj,292.305,147.7,Queensland
2018,manufacturing_pj,283.236,147.7,Queensland
2019,manufacturing_pj,277.49,147.7,Queensland
2020,manufacturing_pj,268.825,147.7,Queensland
2021,manufacturing_pj,269.354,147.7,Queensland
2022,manufacturing_pj,262.43,147.7,Queensland
1974,electricity_generation_pj,71.6,64,Queensland
1975,electricity_generation_pj,73.4,64,Queensland
1976,electricity_generation_pj,78.7,64,Queensland
1977,electricity_generation_pj,92,64,Queensland
1978,electricity_generation_pj,92.3,64,Queensland
1979,electricity_generation_pj,97.4,64,Queensland
1980,electricity_generation_pj,106,64,Queensland
1981,electricity_generation_pj,117.3,64,Queensland
1982,electricity_generation_pj,132.5,64,Queensland
1983,electricity_generation_pj,146.5,64,Queensland
1984,electricity_generation_pj,160.1,64,Queensland
1985,electricity_generation_pj,157.1,64,Queensland
1986,electricity_generation_pj,157.7,64,Queensland
1987,electricity_generation_pj,159.2,64,Queensland
1988,electricity_generation_pj,166.1,64,Queensland
1989,electricity_generation_pj,172.2,64,Queensland
1990,electricity_generation_pj,176.3,64,Queensland
1991,electricity_generation_pj,186.5,64,Queensland
1992,electricity_generation_pj,199.3,64,Queensland
1993,electricity_generation_pj,201.6,64,Queensland
1994,electricity_generation_pj,219.2,64,Queensland
1995,electricity_generation_pj,235.8,64,Queensland
1996,electricity_generation_pj,241,64,Queensland
1997,electricity_generation_pj,274.5,64,Queensland
1998,electricity_generation_pj,288.4,64,Queensland
1999,electricity_generation_pj,285.7,64,Queensland
2000,electricity_generation_pj,317.1,64,Queensland
2001,electricity_generation_pj,334.1,64,Queensland
2002,electricity_generation_pj,371.253,64,Queensland
2003,electricity_generation_pj,415.476,64,Queensland
2004,electricity_generation_pj,457.943,64,Queensland
2005,electricity_generation_pj,464.312,64,Queensland
2006,electricity_generation_pj,536.766,64,Queensland
2007,electricity_generation_pj,477.723,64,Queensland
2008,electricity_generation_pj,497.159,64,Queensland
2009,electricity_generation_pj,410.485,64,Queensland
2010,electricity_generation_pj,360.216,64,Queensland
2011,electricity_generation_pj,397.168,64,Queensland
2012,electricity_generation_pj,374.87,64,Queensland
2013,electricity_generation_pj,368.776,64,Queensland
2014,electricity_generation_pj,417.098,64,Queensland
2015,electricity_generation_pj,422.091,64,Queensland
2016,electricity_generation_pj,427.984,64,Queensland
2017,electricity_generation_pj,433.889,64,Queensland
2018,electricity_generation_pj,420.897,64,Queensland
2019,electricity_generation_pj,409.147,64,Queensland
2020,electricity_generation_pj,398.456,64,Queensland
2021,electricity_generation_pj,381.885,64,Queensland
2022,electricity_generation_pj,367.974,64,Queensland
1974,construction_pj,6.9,6.8,Queensland
1975,construction_pj,6.1,6.8,Queensland
1976,construction_pj,7.4,6.8,Queensland
1977,construction_pj,8.5,6.8,Queensland
1978,construction_pj,9.3,6.8,Queensland
1979,construction_pj,10.9,6.8,Queensland
1980,construction_pj,12.2,6.8,Queensland
1981,construction_pj,15.5,6.8,Queensland
1982,construction_pj,11.2,6.8,Queensland
1983,construction_pj,10.9,6.8,Queensland
1984,construction_pj,9,6.8,Queensland
1985,construction_pj,10,6.8,Queensland
1986,construction_pj,10.2,6.8,Queensland
1987,construction_pj,13,6.8,Queensland
1988,construction_pj,13.3,6.8,Queensland
1989,construction_pj,13.6,6.8,Queensland
1990,construction_pj,12.7,6.8,Queensland
1991,construction_pj,12.2,6.8,Queensland
1992,construction_pj,11.8,6.8,Queensland
1993,construction_pj,11.4,6.8,Queensland
1994,construction_pj,11,6.8,Queensland
1995,construction_pj,10.6,6.8,Queensland
1996,construction_pj,10.3,6.8,Queensland
1997,construction_pj,9.9,6.8,Queensland
1998,construction_pj,9.5,6.8,Queensland
1999,construction_pj,9.2,6.8,Queensland
2000,construction_pj,9.2,6.8,Queensland
2001,construction_pj,9.4,6.8,Queensland
2002,construction_pj,9.084,6.8,Queensland
2003,construction_pj,9.108,6.8,Queensland
2004,construction_pj,9.403,6.8,Queensland
2005,construction_pj,7.477,6.8,Queensland
2006,construction_pj,7.321,6.8,Queensland
2007,construction_pj,7.381,6.8,Queensland
2008,construction_pj,8.051,6.8,Queensland
2009,construction_pj,7.408,6.8,Queensland
2010,construction_pj,7.168,6.8,Queensland
2011,construction_pj,6.663,6.8,Queensland
2012,construction_pj,6.285,6.8,Queensland
2013,construction_pj,6.353,6.8,Queensland
2014,construction_pj,8.375,6.8,Queensland
2015,construction_pj,8.215,6.8,Queensland
2016,construction_pj,7.827,6.8,Queensland
2017,construction_pj,8.001,6.8,Queensland
2018,construction_pj,7.571,6.8,Queensland
2019,construction_pj,7.014,6.8,Queensland
2020,construction_pj,6.913,6.8,Queensland
2021,construction_pj,6.388,6.8,Queensland
2022,construction_pj,6.231,6.8,Queensland
1974,transport_pj,97.8,94.1,Queensland
1975,transport_pj,103.5,94.1,Queensland
1976,transport_pj,111.8,94.1,Queensland
1977,transport_pj,114.6,94.1,Queensland
1978,transport_pj,122,94.1,Queensland
1979,transport_pj,126.6,94.1,Queensland
1980,transport_pj,130.9,94.1,Queensland
1981,transport_pj,141,94.1,Queensland
1982,transport_pj,141.7,94.1,Queensland
1983,transport_pj,148.6,94.1,Queensland
1984,transport_pj,155.9,94.1,Queensland
1985,transport_pj,160.5,94.1,Queensland
1986,transport_pj,164.8,94.1,Queensland
1987,transport_pj,172.8,94.1,Queensland
1988,transport_pj,185.5,94.1,Queensland
1989,transport_pj,188.7,94.1,Queensland
1990,transport_pj,191.7,94.1,Queensland
1991,transport_pj,197.4,94.1,Queensland
1992,transport_pj,206.3,94.1,Queensland
1993,transport_pj,218,94.1,Queensland
1994,transport_pj,236.8,94.1,Queensland
1995,transport_pj,242.3,94.1,Queensland
1996,transport_pj,251,94.1,Queensland
1997,transport_pj,250.3,94.1,Queensland
1998,transport_pj,247.2,94.1,Queensland
1999,transport_pj,261.5,94.1,Queensland
2000,transport_pj,257.5,94.1,Queensland
2001,transport_pj,261.8,94.1,Queensland
2002,transport_pj,256.821,94.1,Queensland
2003,transport_pj,274.457,94.1,Queensland
2004,transport_pj,283.814,94.1,Queensland
2005,transport_pj,291.357,94.1,Queensland
2006,transport_pj,302.784,94.1,Queensland
2007,transport_pj,319.078,94.1,Queensland
2008,transport_pj,321.527,94.1,Queensland
2009,transport_pj,326.009,94.1,Queensland
2010,transport_pj,329.602,94.1,Queensland
2011,transport_pj,343.715,94.1,Queensland
2012,transport_pj,346.848,94.1,Queensland
2013,transport_pj,349.63,94.1,Queensland
2014,transport_pj,353.426,94.1,Queensland
2015,transport_pj,371.814,94.1,Queensland
2016,transport_pj,376.327,94.1,Queensland
2017,transport_pj,398.125,94.1,Queensland
2018,transport_pj,397.072,94.1,Queensland
2019,transport_pj,364.302,94.1,Queensland
2020,transport_pj,335.323,94.1,Queensland
2021,transport_pj,337.161,94.1,Queensland
2022,transport_pj,363.781,94.1,Queensland
1974,water_and_waste_b_pj,0.2,0.2,Queensland
1975,water_and_waste_b_pj,0.2,0.2,Queensland
1976,water_and_waste_b_pj,0.2,0.2,Queensland
1977,water_and_waste_b_pj,0.2,0.2,Queensland
1978,water_and_waste_b_pj,0.2,0.2,Queensland
1979,water_and_waste_b_pj,0.2,0.2,Queensland
1980,water_and_waste_b_pj,0.3,0.2,Queensland
1981,water_and_waste_b_pj,0.3,0.2,Queensland
1982,water_and_waste_b_pj,0.3,0.2,Queensland
1983,water_and_waste_b_pj,0.3,0.2,Queensland
1984,water_and_waste_b_pj,0.3,0.2,Queensland
1985,water_and_waste_b_pj,0.3,0.2,Queensland
1986,water_and_waste_b_pj,0.3,0.2,Queensland
1987,water_and_waste_b_pj,0.3,0.2,Queensland
1988,water_and_waste_b_pj,0.4,0.2,Queensland
1989,water_and_waste_b_pj,0.4,0.2,Queensland
1990,water_and_waste_b_pj,0.4,0.2,Queensland
1991,water_and_waste_b_pj,0.4,0.2,Queensland
1992,water_and_waste_b_pj,0.4,0.2,Queensland
1993,water_and_waste_b_pj,0.4,0.2,Queensland
1994,water_and_waste_b_pj,0.5,0.2,Queensland
1995,water_and_waste_b_pj,0.5,0.2,Queensland
1996,water_and_waste_b_pj,0.5,0.2,Queensland
1997,water_and_waste_b_pj,0.5,0.2,Queensland
1998,water_and_waste_b_pj,0.5,0.2,Queensland
1999,water_and_waste_b_pj,0.5,0.2,Queensland
2000,water_and_waste_b_pj,0.5,0.2,Queensland
2001,water_and_waste_b_pj,0.5,0.2,Queensland
2002,water_and_waste_b_pj,0.531,0.2,Queensland
2003,water_and_waste_b_pj,0.563,0.2,Queensland
2004,water_and_waste_b_pj,0.594,0.2,Queensland
2005,water_and_waste_b_pj,0.584,0.2,Queensland
2006,water_and_waste_b_pj,0.619,0.2,Queensland
2007,water_and_waste_b_pj,1.164,0.2,Queensland
2008,water_and_waste_b_pj,1.492,0.2,Queensland
2009,water_and_waste_b_pj,1.066,0.2,Queensland
2010,water_and_waste_b_pj,1.093,0.2,Queensland
2011,water_and_waste_b_pj,1.177,0.2,Queensland
2012,water_and_waste_b_pj,1.113,0.2,Queensland
2013,water_and_waste_b_pj,1.156,0.2,Queensland
2014,water_and_waste_b_pj,2.092,0.2,Queensland
2015,water_and_waste_b_pj,2.561,0.2,Queensland
2016,water_and_waste_b_pj,2.627,0.2,Queensland
2017,water_and_waste_b_pj,2.14,0.2,Queensland
2018,water_and_waste_b_pj,3.181,0.2,Queensland
2019,water_and_waste_b_pj,3.675,0.2,Queensland
2020,water_and_waste_b_pj,3.236,0.2,Queensland
2021,water_and_waste_b_pj,2.889,0.2,Queensland
2022,water_and_waste_b_pj,3.181,0.2,Queensland
1974,commercial_and_services_c_pj,9.1,8.6,Queensland
1975,commercial_and_services_c_pj,9.2,8.6,Queensland
1976,commercial_and_services_c_pj,9.7,8.6,Queensland
1977,commercial_and_services_c_pj,10.3,8.6,Queensland
1978,commercial_and_services_c_pj,10.5,8.6,Queensland
1979,commercial_and_services_c_pj,11.8,8.6,Queensland
1980,commercial_and_services_c_pj,12.7,8.6,Queensland
1981,commercial_and_services_c_pj,13.8,8.6,Queensland
1982,commercial_and_services_c_pj,13.5,8.6,Queensland
1983,commercial_and_services_c_pj,13.3,8.6,Queensland
1984,commercial_and_services_c_pj,14,8.6,Queensland
1985,commercial_and_services_c_pj,15.5,8.6,Queensland
1986,commercial_and_services_c_pj,16.9,8.6,Queensland
1987,commercial_and_services_c_pj,18.3,8.6,Queensland
1988,commercial_and_services_c_pj,20.1,8.6,Queensland
1989,commercial_and_services_c_pj,21.1,8.6,Queensland
1990,commercial_and_services_c_pj,22.2,8.6,Queensland
1991,commercial_and_services_c_pj,23.2,8.6,Queensland
1992,commercial_and_services_c_pj,24.1,8.6,Queensland
1993,commercial_and_services_c_pj,25.3,8.6,Queensland
1994,commercial_and_services_c_pj,27.8,8.6,Queensland
1995,commercial_and_services_c_pj,30.2,8.6,Queensland
1996,commercial_and_services_c_pj,31.9,8.6,Queensland
1997,commercial_and_services_c_pj,33.9,8.6,Queensland
1998,commercial_and_services_c_pj,34.5,8.6,Queensland
1999,commercial_and_services_c_pj,36.5,8.6,Queensland
2000,commercial_and_services_c_pj,39.2,8.6,Queensland
2001,commercial_and_services_c_pj,40.6,8.6,Queensland
2002,commercial_and_services_c_pj,46.888,8.6,Queensland
2003,commercial_and_services_c_pj,49.634,8.6,Queensland
2004,commercial_and_services_c_pj,49.759,8.6,Queensland
2005,commercial_and_services_c_pj,50.76,8.6,Queensland
2006,commercial_and_services_c_pj,53.965,8.6,Queensland
2007,commercial_and_services_c_pj,55.26,8.6,Queensland
2008,commercial_and_services_c_pj,55.723,8.6,Queensland
2009,commercial_and_services_c_pj,55.512,8.6,Queensland
2010,commercial_and_services_c_pj,56.445,8.6,Queensland
2011,commercial_and_services_c_pj,54.74,8.6,Queensland
2012,commercial_and_services_c_pj,58.53,8.6,Queensland
2013,commercial_and_services_c_pj,59.577,8.6,Queensland
2014,commercial_and_services_c_pj,64.437,8.6,Queensland
2015,commercial_and_services_c_pj,62.875,8.6,Queensland
2016,commercial_and_services_c_pj,63.38,8.6,Queensland
2017,commercial_and_services_c_pj,61.43,8.6,Queensland
2018,commercial_and_services_c_pj,59.055,8.6,Queensland
2019,commercial_and_services_c_pj,55.253,8.6,Queensland
2020,commercial_and_services_c_pj,54.289,8.6,Queensland
2021,commercial_and_services_c_pj,55.605,8.6,Queensland
2022,commercial_and_services_c_pj,58.396,8.6,Queensland
1974,residential_pj,23.3,22.6,Queensland
1975,residential_pj,23.3,22.6,Queensland
1976,residential_pj,23.9,22.6,Queensland
1977,residential_pj,25.1,22.6,Queensland
1978,residential_pj,25.9,22.6,Queensland
1979,residential_pj,26.5,22.6,Queensland
1980,residential_pj,26.4,22.6,Queensland
1981,residential_pj,27,22.6,Queensland
1982,residential_pj,27,22.6,Queensland
1983,residential_pj,27.3,22.6,Queensland
1984,residential_pj,28,22.6,Queensland
1985,residential_pj,28.6,22.6,Queensland
1986,residential_pj,29.2,22.6,Queensland
1987,residential_pj,30.4,22.6,Queensland
1988,residential_pj,31.5,22.6,Queensland
1989,residential_pj,33.4,22.6,Queensland
1990,residential_pj,34.5,22.6,Queensland
1991,residential_pj,35.3,22.6,Queensland
1992,residential_pj,37.2,22.6,Queensland
1993,residential_pj,38.1,22.6,Queensland
1994,residential_pj,39.3,22.6,Queensland
1995,residential_pj,39.5,22.6,Queensland
1996,residential_pj,40.8,22.6,Queensland
1997,residential_pj,42.3,22.6,Queensland
1998,residential_pj,43.1,22.6,Queensland
1999,residential_pj,44.1,22.6,Queensland
2000,residential_pj,45.5,22.6,Queensland
2001,residential_pj,45.9,22.6,Queensland
2002,residential_pj,49.526,22.6,Queensland
2003,residential_pj,51.314,22.6,Queensland
2004,residential_pj,51.887,22.6,Queensland
2005,residential_pj,52.35,22.6,Queensland
2006,residential_pj,54.332,22.6,Queensland
2007,residential_pj,55.783,22.6,Queensland
2008,residential_pj,57.136,22.6,Queensland
2009,residential_pj,58.403,22.6,Queensland
2010,residential_pj,60.108,22.6,Queensland
2011,residential_pj,59.911,22.6,Queensland
2012,residential_pj,60.784,22.6,Queensland
2013,residential_pj,60.992,22.6,Queensland
2014,residential_pj,59.329,22.6,Queensland
2015,residential_pj,59.395,22.6,Queensland
2016,residential_pj,60.556,22.6,Queensland
2017,residential_pj,60.621,22.6,Queensland
2018,residential_pj,63.361,22.6,Queensland
2019,residential_pj,66.101,22.6,Queensland
2020,residential_pj,69.272,22.6,Queensland
2021,residential_pj,72.527,22.6,Queensland
2022,residential_pj,73.048,22.6,Queensland
1974,other_d_pj,8,8.1,Queensland
1975,other_d_pj,8.8,8.1,Queensland
1976,other_d_pj,9.2,8.1,Queensland
1977,other_d_pj,9.2,8.1,Queensland
1978,other_d_pj,9.3,8.1,Queensland
1979,other_d_pj,9.2,8.1,Queensland
1980,other_d_pj,8.6,8.1,Queensland
1981,other_d_pj,9.4,8.1,Queensland
1982,other_d_pj,8.8,8.1,Queensland
1983,other_d_pj,9.7,8.1,Queensland
1984,other_d_pj,9.9,8.1,Queensland
1985,other_d_pj,10.2,8.1,Queensland
1986,other_d_pj,10.3,8.1,Queensland
1987,other_d_pj,10.6,8.1,Queensland
1988,other_d_pj,11.1,8.1,Queensland
1989,other_d_pj,12.4,8.1,Queensland
1990,other_d_pj,12.8,8.1,Queensland
1991,other_d_pj,13.8,8.1,Queensland
1992,other_d_pj,15.6,8.1,Queensland
1993,other_d_pj,17.8,8.1,Queensland
1994,other_d_pj,20,8.1,Queensland
1995,other_d_pj,19.6,8.1,Queensland
1996,other_d_pj,21.8,8.1,Queensland
1997,other_d_pj,21.7,8.1,Queensland
1998,other_d_pj,22.3,8.1,Queensland
1999,other_d_pj,26.4,8.1,Queensland
2000,other_d_pj,16.3,8.1,Queensland
2001,other_d_pj,20,8.1,Queensland
2002,other_d_pj,19.808,8.1,Queensland
2003,other_d_pj,21.708,8.1,Queensland
2004,other_d_pj,17.9,8.1,Queensland
2005,other_d_pj,19.523,8.1,Queensland
2006,other_d_pj,21.472,8.1,Queensland
2007,other_d_pj,22.273,8.1,Queensland
2008,other_d_pj,22.564,8.1,Queensland
2009,other_d_pj,24.027,8.1,Queensland
2010,other_d_pj,19.401,8.1,Queensland
2011,other_d_pj,20.269,8.1,Queensland
2012,other_d_pj,19.336,8.1,Queensland
2013,other_d_pj,25.576,8.1,Queensland
2014,other_d_pj,21.679,8.1,Queensland
2015,other_d_pj,27.661,8.1,Queensland
2016,other_d_pj,25.065,8.1,Queensland
2017,other_d_pj,19.698,8.1,Queensland
2018,other_d_pj,13.6,8.1,Queensland
2019,other_d_pj,14.714,8.1,Queensland
2020,other_d_pj,12.935,8.1,Queensland
2021,other_d_pj,12.55,8.1,Queensland
2022,other_d_pj,13.044,8.1,Queensland
1974,total_pj,392.6,371.3,Queensland
1975,total_pj,410,371.3,Queensland
1976,total_pj,441.8,371.3,Queensland
1977,total_pj,461.2,371.3,Queensland
1978,total_pj,463.2,371.3,Queensland
1979,total_pj,480.2,371.3,Queensland
1980,total_pj,502.9,371.3,Queensland
1981,total_pj,537.2,371.3,Queensland
1982,total_pj,541.5,371.3,Queensland
1983,total_pj,571.6,371.3,Queensland
1984,total_pj,600.3,371.3,Queensland
1985,total_pj,604.8,371.3,Queensland
1986,total_pj,620,371.3,Queensland
